lead_time,total_stay,adr,total_guests,total_of_special_requests,hotel,arrival_date_month,market_segment,distribution_channel,customer_type,deposit_type,is_repeated_guest,actual_is_canceled,pred_cancel_prob
336,2,101.5,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,Non Refund,0,1,0.9902807885343379
102,4,150.3,3.0,0,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.6179227106737323
18,4,194.1,2.0,1,Resort Hotel,June,Direct,Direct,Transient,No Deposit,0,0,0.095510462158049
54,2,116.1,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.474418247201971
29,1,156.0,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.4611027495802409
106,4,56.24,2.0,0,Resort Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,1,0.4709758819865742
9,2,119.5,2.0,2,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.14658715899675723
301,2,101.5,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,Non Refund,0,1,0.9902045818645256
43,6,140.7,2.0,2,Resort Hotel,June,Direct,Direct,Transient,No Deposit,0,0,0.050726656977625705
31,2,107.0,2.0,0,Resort Hotel,July,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.14897998434649073
46,2,62.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.2254084532208794
69,6,140.0,2.0,2,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.23217690604342495
113,3,190.0,1.0,0,City Hotel,May,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9880574468390941
26,4,54.0,2.0,1,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.26277357551604275
124,4,96.53,2.0,0,City Hotel,June,Direct,Direct,Transient,No Deposit,0,0,0.2588420701450626
49,9,52.56,2.0,1,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.2798806793104664
278,1,65.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient,Non Refund,0,1,0.9968410470210826
20,2,58.0,2.0,0,Resort Hotel,December,Direct,Direct,Transient,No Deposit,0,0,0.15835235284487345
1,1,75.0,2.0,0,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,1,0,0.36567316024853547
30,2,121.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9787599006042027
188,3,164.75,4.0,0,City Hotel,July,Direct,Direct,Transient,No Deposit,0,0,0.4090589745398667
200,3,86.0,2.0,0,City Hotel,September,Groups,TA/TO,Transient-Party,Non Refund,0,1,0.9921517014950365
419,2,62.0,2.0,0,City Hotel,September,Groups,TA/TO,Transient,Non Refund,0,1,0.9981406561469961
34,2,90.0,1.0,0,City Hotel,December,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9819149815600791
33,1,40.0,1.0,0,Resort Hotel,October,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.08971812704261871
0,1,75.46,2.0,2,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.1226498788467739
144,18,62.0,2.0,0,Resort Hotel,March,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.39174470316679116
113,6,35.0,1.0,1,Resort Hotel,October,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.07490659754085374
29,2,115.0,1.0,2,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.1511584677629597
176,7,130.03,3.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.46945024136921826
151,2,95.0,2.0,0,City Hotel,March,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.30321028731016975
41,1,65.0,2.0,1,City Hotel,December,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.06324023571064095
10,2,139.0,4.0,0,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.4334046392808346
39,2,180.0,4.0,0,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.49374914064286896
1,2,100.0,1.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.09492521980041375
85,3,162.0,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.552116532123058
379,2,62.0,2.0,0,City Hotel,July,Groups,TA/TO,Transient,Non Refund,0,1,0.9979785271831878
22,3,131.75,2.0,2,City Hotel,October,Direct,Direct,Transient,No Deposit,0,0,0.055338993480766895
1,3,35.0,1.0,1,Resort Hotel,January,Corporate,TA/TO,Transient,No Deposit,1,0,0.08882680627724268
91,3,135.9,2.0,0,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.5348610702288645
4,1,65.0,1.0,0,City Hotel,October,Corporate,Corporate,Transient,No Deposit,0,0,0.1680803170364517
85,2,81.9,1.0,0,City Hotel,April,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.3489715515756583
61,3,33.11,1.0,1,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.2543793099027685
47,1,52.0,1.0,0,Resort Hotel,October,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.16589739047907745
137,2,52.5,2.0,1,Resort Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.3139214384594005
74,2,102.68,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.19340069719085504
58,3,81.0,1.0,0,City Hotel,January,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.11412842335009772
109,3,75.0,2.0,0,City Hotel,February,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9882972802638704
19,3,268.33,3.0,1,City Hotel,May,Direct,Direct,Transient,No Deposit,0,0,0.15016220556311105
90,10,64.9,2.0,0,Resort Hotel,June,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.16390336020371812
4,3,58.0,2.0,0,City Hotel,December,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.1836668779592417
19,2,130.0,2.0,2,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.15575394396615194
176,3,107.1,2.0,0,City Hotel,May,Direct,Direct,Transient,No Deposit,0,0,0.30893992093008077
2,2,127.0,2.0,2,City Hotel,December,Direct,Direct,Transient,No Deposit,0,0,0.0558291797736839
11,2,111.0,2.0,1,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,1,0.28006093641194013
143,4,74.8,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.5490880097669446
239,1,60.0,2.0,0,City Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.9962440287239664
357,2,99.0,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.7752878230402452
37,4,73.1,2.0,2,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.14405289099586388
12,7,216.86,3.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.398714598316385
216,6,90.09,2.0,2,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.3413134001560929
4,6,34.0,2.0,0,Resort Hotel,January,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.13513141732133976
126,3,65.0,2.0,0,City Hotel,April,Groups,TA/TO,Transient,Non Refund,0,1,0.9942854418484303
346,2,115.0,2.0,1,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.1901125367636114
4,2,98.0,2.0,2,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.13571737020342695
13,4,139.0,2.0,2,Resort Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.1470174116285056
110,2,99.0,2.0,1,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.36546546636667276
147,5,117.0,2.0,1,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.45141835237748223
33,4,122.0,2.0,1,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.25667864808584734
99,7,76.5,2.0,0,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.5759448085205007
115,4,76.0,1.0,0,City Hotel,February,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.1745070844757031
268,3,117.0,2.0,2,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.3565612868807512
172,4,63.0,2.0,0,Resort Hotel,May,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.2409916359360406
278,2,62.0,2.0,0,City Hotel,July,Groups,TA/TO,Transient-Party,Non Refund,0,1,0.9944313392517167
261,7,42.95,2.0,1,Resort Hotel,April,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.1574056939572592
337,2,62.0,2.0,0,City Hotel,June,Groups,TA/TO,Transient,Non Refund,0,1,0.997422810081453
316,3,110.0,2.0,0,City Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.5248294807676802
141,4,129.6,2.0,1,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.40255410188962054
150,3,101.0,2.0,0,City Hotel,January,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9889288179440939
55,3,86.4,1.0,2,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.18747145446154945
163,3,246.0,4.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.524740351648579
105,5,95.0,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.38841405470419404
279,3,110.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9942760839401086
11,2,55.0,2.0,0,Resort Hotel,May,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.11937784124708758
1,1,114.0,1.0,0,City Hotel,August,Direct,Direct,Transient,No Deposit,0,1,0.15390514469400943
31,4,100.3,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.3417401575804692
145,4,99.0,2.0,0,City Hotel,April,Direct,Direct,Transient,No Deposit,0,0,0.30208535233338957
59,2,202.0,2.0,0,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.4867803056866241
53,5,126.0,2.0,1,City Hotel,June,Direct,Direct,Transient,No Deposit,0,0,0.11962141335453627
192,3,115.2,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.4572246050403357
1,2,124.0,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.2707056693635623
30,1,110.88,1.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.26441131714066884
6,5,83.2,1.0,1,City Hotel,August,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.16869371451050116
190,7,75.6,2.0,0,Resort Hotel,April,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.30854255172691286
286,2,62.0,2.0,0,City Hotel,July,Groups,TA/TO,Contract,Non Refund,0,1,0.9955615637789453
67,2,105.0,3.0,0,City Hotel,November,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.23793755011525988
110,2,49.0,2.0,1,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.32010824200867266
67,1,89.24,2.0,1,City Hotel,March,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.05434717549138958
107,2,130.0,2.0,1,City Hotel,June,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.07909403492482549
47,1,72.0,2.0,0,Resort Hotel,October,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.18850641818011205
231,4,82.47,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.4913313387213103
96,7,78.85,2.0,2,Resort Hotel,May,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.057176546270769325
45,2,123.3,3.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.29796329502656443
6,2,156.85,2.0,2,Resort Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.11863021471848789
291,2,115.0,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9942975759492936
0,1,40.0,1.0,0,Resort Hotel,February,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.12023025959131095
12,1,73.0,2.0,0,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.39413262034352564
23,1,139.0,1.0,1,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.24046353338430496
82,5,96.0,2.0,0,City Hotel,February,Groups,TA/TO,Transient,Non Refund,0,1,0.9950095483050725
114,4,78.0,2.0,0,City Hotel,February,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.3501773481160925
101,2,93.6,2.0,2,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.23316704284672052
29,5,102.8,2.0,1,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.31578759634798986
22,2,86.0,2.0,2,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,1,0.12626913517519517
116,3,61.0,1.0,0,City Hotel,February,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.16299446939322884
5,2,115.0,1.0,2,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.13759742975888034
0,1,60.0,2.0,0,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.2962911866052694
34,1,115.0,1.0,0,City Hotel,July,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.10145738372882047
243,3,90.0,2.0,0,City Hotel,July,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.3674901748019414
44,3,86.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.2436629850830138
36,4,42.5,2.0,0,Resort Hotel,October,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.1098291453293975
47,3,164.0,2.0,1,City Hotel,May,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.0714429099933548
8,6,105.67,2.0,2,City Hotel,August,Online TA,TA/TO,Contract,No Deposit,0,0,0.12666172821570207
95,1,75.0,1.0,0,City Hotel,November,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.25219463085459065
5,3,119.35,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.28112356210294676
201,10,63.92,3.0,1,Resort Hotel,May,Direct,Direct,Transient,No Deposit,0,1,0.20518475531819677
49,3,110.7,2.0,0,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.4579921903194895
64,6,243.67,2.0,2,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.23705683939609695
165,7,126.9,2.0,0,Resort Hotel,July,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.30067508119373465
163,4,84.15,2.0,1,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.3612201886580622
10,3,93.0,2.0,1,City Hotel,February,Online TA,TA/TO,Transient-Party,No Deposit,0,1,0.2022554589138834
151,9,167.45,4.0,2,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.38746775353553775
2,2,48.0,2.0,2,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.11973776352714822
6,1,30.0,1.0,1,Resort Hotel,March,Corporate,Corporate,Transient,No Deposit,0,0,0.05505730043670249
79,3,126.9,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.3353477904973641
89,4,62.0,2.0,0,City Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.9935584214455705
207,2,48.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.27560822301101623
17,3,125.67,2.0,0,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.43176846650446776
146,4,80.1,2.0,1,City Hotel,August,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.15991161637869297
38,1,75.0,1.0,0,City Hotel,January,Corporate,Corporate,Transient,Non Refund,0,1,0.9809850355961899
222,2,80.0,2.0,1,Resort Hotel,September,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.18151506157440445
4,1,68.0,2.0,1,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.22711431552841338
3,3,88.0,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.4704159988422667
6,4,27.0,1.0,0,Resort Hotel,November,Corporate,Corporate,Transient,No Deposit,1,0,0.13490929077071612
14,2,74.0,2.0,1,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.18822231720211383
6,1,50.0,2.0,0,Resort Hotel,March,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.07603488928992778
192,3,57.6,2.0,0,Resort Hotel,September,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.23298553532827312
76,4,150.45,3.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.5707205806279908
1,1,58.0,2.0,2,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.11816315403002858
17,4,206.5,2.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.3032256763740064
17,1,97.0,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.38721101817130915
21,1,108.0,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.305837960017743
90,3,135.0,2.0,3,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.11160803582040038
3,1,67.0,2.0,1,Resort Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.19909883706961104
31,1,157.5,2.0,3,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.09270362891538927
34,3,99.3,1.0,1,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.2701688138255511
16,1,173.0,2.0,3,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.06862839864632078
4,3,178.0,4.0,2,City Hotel,December,Direct,Direct,Transient,No Deposit,0,0,0.08073142214487432
26,4,69.0,1.0,0,City Hotel,December,Direct,Direct,Transient,No Deposit,1,1,0.18426642300996543
7,2,163.0,2.0,0,Resort Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.1643855236015946
151,3,80.0,1.0,0,City Hotel,January,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.16434025484755332
315,3,160.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9949636482139387
59,2,80.0,2.0,0,City Hotel,January,Groups,TA/TO,Transient,Non Refund,0,1,0.9918895275033197
305,3,89.0,2.0,0,City Hotel,November,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9947157704102711
36,1,67.5,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.4712206141044512
3,2,89.0,2.0,0,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.3458380197031744
108,5,138.55,3.0,2,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.26515815194911063
301,2,101.5,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,Non Refund,0,1,0.9902045818645256
0,1,39.0,1.0,1,Resort Hotel,February,Corporate,Corporate,Transient,No Deposit,0,0,0.07517048485162987
111,2,95.0,2.0,1,City Hotel,April,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.17006319973620498
3,2,146.0,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.4574940252962416
195,7,116.1,2.0,0,Resort Hotel,August,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.259980630807304
78,2,181.0,4.0,0,Resort Hotel,August,Direct,Direct,Transient,No Deposit,0,1,0.25929069372864766
4,2,35.0,2.0,1,Resort Hotel,January,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.05821324651414539
256,5,100.75,2.0,0,City Hotel,October,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.6132171421555215
5,2,106.0,2.0,1,Resort Hotel,April,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.14224401393820812
25,2,100.0,2.0,1,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.24262549394965938
2,1,60.0,1.0,1,Resort Hotel,March,Direct,Corporate,Transient,No Deposit,0,0,0.06892590001046801
518,3,112.67,2.0,1,City Hotel,August,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.5899658567314802
6,3,121.67,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.2678746730570663
245,1,86.0,2.0,1,Resort Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.09410204462188561
323,7,131.75,4.0,0,Resort Hotel,July,Direct,Direct,Transient,No Deposit,0,0,0.5294656184021994
27,23,67.87,2.0,1,Resort Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.42296233483625406
131,3,85.5,2.0,0,City Hotel,June,Direct,Direct,Transient-Party,No Deposit,0,0,0.1610307721880541
42,3,90.0,2.0,0,City Hotel,November,Groups,TA/TO,Transient,Non Refund,0,1,0.9923863914630978
48,3,72.9,1.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.40353855040950215
48,2,130.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.11627104962058704
7,2,65.0,1.0,0,City Hotel,November,Corporate,Corporate,Transient,No Deposit,1,0,0.16582743142836862
5,2,170.0,1.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.4296618850202568
0,1,122.43,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.20951322458540045
265,2,115.0,2.0,1,City Hotel,June,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.145306503162645
16,4,125.0,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.2881543603697802
277,3,100.0,2.0,0,City Hotel,November,Groups,TA/TO,Transient,Non Refund,0,1,0.9974589652070168
297,2,62.0,2.0,0,City Hotel,August,Groups,TA/TO,Contract,Non Refund,0,1,0.995995581057782
46,2,71.1,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.2508172749721023
113,3,190.0,1.0,0,City Hotel,May,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9880574468390941
451,1,90.0,2.0,0,City Hotel,June,Groups,TA/TO,Transient,Non Refund,0,1,0.9985125210143522
50,5,166.6,2.0,0,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.4874452269657175
113,3,100.0,1.0,0,City Hotel,May,Corporate,TA/TO,Transient,Non Refund,0,1,0.9917742680386347
30,2,189.42,3.0,2,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.17446970226215003
24,3,146.67,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.2982114162093642
53,5,107.0,2.0,0,Resort Hotel,July,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.11329512137143243
167,7,76.57,2.0,0,Resort Hotel,June,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.43292537800809877
183,1,98.1,1.0,0,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,1,0.5956535145023643
141,3,71.1,2.0,1,City Hotel,August,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.14775556726686426
9,2,81.0,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.4610344298540975
313,3,90.0,2.0,0,City Hotel,April,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9947727197064995
13,3,157.33,3.0,1,City Hotel,June,Direct,Direct,Transient,No Deposit,0,0,0.11045703736149444
20,2,230.0,3.0,2,City Hotel,August,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.1398093091177999
0,1,92.98,2.0,0,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.4103573220070535
0,2,132.0,2.0,0,City Hotel,July,Direct,Direct,Transient,No Deposit,0,0,0.17283665901450998
145,4,99.45,2.0,0,City Hotel,May,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.45199493718664097
23,3,161.25,2.0,2,Resort Hotel,July,Direct,Direct,Transient,No Deposit,1,0,0.041191004721888774
0,1,54.0,2.0,0,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.2929386269003411
134,2,56.0,2.0,0,Resort Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,1,0.4922642757100534
69,6,120.0,1.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9842993990374093
412,2,62.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient,Non Refund,0,1,0.99835100216996
181,2,130.0,2.0,0,City Hotel,May,Groups,Direct,Transient,Non Refund,0,1,0.9908193499565463
53,1,126.9,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.295473880058314
116,3,1.0,1.0,0,City Hotel,February,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.14216316785030728
26,5,80.0,2.0,0,Resort Hotel,March,Direct,Direct,Transient-Party,No Deposit,0,1,0.08748944248332324
